pair_id,moral_text,625_10_high_precision_neutral_act,625_10_high_precision_moral_act,difference
0,He wanted to demonstrate integrity in his dealings. He disclosed the product defect to the customer.,-0.08196340501,0.1013659835,0.1833293885
1,She aimed to embody patience in her interactions. She waited while the elderly man counted his change.,-0.07125972211,0.005416713655,0.07667643577
2,He sought to be someone who shows genuine appreciation. He thanked the janitor for cleaning the office.,-0.1039974093,0.02699358389,0.1309909932
3,She wanted to act with the grace she admired in others. She accepted the criticism without arguing.,-0.1068134904,0.0452048704,0.1520183608
4,He aimed to be a person of his word. He arrived at the appointment on time.,0.002999050776,-0.002518864116,-0.005517914891
5,She sought to embody thoughtfulness in her actions. She brought soup to her sick neighbor.,-0.07710583508,0.04395787418,0.1210637093
6,He wanted to be someone who acts with courage. He reported the safety violation to management.,-0.06324500591,0.07556416094,0.1388091668
7,She aimed to show the kindness she valued. She helped the new student find the classroom.,-0.09430003166,0.01793782972,0.1122378614
8,He sought to demonstrate reliability as a colleague. He completed the project before leaving for vacation.,-0.06133581325,0.0720647648,0.1334005781
9,She wanted to be someone who shows respect. She listened to her grandmother's story again.,-0.1024426818,0.02399368398,0.1264363658
10,He aimed to act with the honesty he prized. He admitted his mistake in the calculation.,-0.06958539039,0.06063669547,0.1302220859
11,She sought to embody fairness in her decisions. She divided the bonus equally among team members.,-0.1057118103,0.02089277469,0.126604585
12,He wanted to be someone who shows humility. He acknowledged his colleague's contribution to the project.,-0.05297742784,0.03097885288,0.08395628072
13,She aimed to demonstrate the generosity she admired. She shared her lunch with the forgotten student.,-0.08809421957,-0.03496628255,0.05312793702
14,He sought to be a person of compassion. He visited his friend in the hospital.,-0.1057368442,0.01140810363,0.1171449479
15,She wanted to show the perseverance she valued. She continued practicing despite the setbacks.,-0.09524277598,0.05711703748,0.1523598135
16,He aimed to embody trustworthiness in his role. He kept the confidential information private.,-0.1000706702,0.04527853057,0.1453492008
17,She sought to act with the dignity she respected. She dressed professionally for the interview.,-0.0288547501,0.1240933239,0.152948074
18,He wanted to be someone who takes responsibility. He cleaned up after the party.,-0.01782274619,0.02878230438,0.04660505056
19,She aimed to show the loyalty she cherished. She defended her friend's reputation.,-0.06428153813,0.005004270002,0.06928580813
20,He sought to demonstrate wisdom in his choices. He researched thoroughly before investing.,-0.09716555476,0.05439238623,0.151557941
21,She wanted to embody graciousness in defeat. She congratulated her opponent after losing.,-0.05774826556,0.08974140882,0.1474896744
22,He aimed to be someone who shows initiative. He organized the community cleanup event.,-0.08984747529,0.01891681179,0.1087642871
23,She sought to act with the authenticity she valued. She expressed her true opinion in the meeting.,-0.02098912001,0.1181065813,0.1390957013
24,He wanted to demonstrate consideration for others. He lowered his music volume at night.,-0.06211121008,0.07954352349,0.1416547336
25,She aimed to embody dedication in her work. She stayed late to finish the report.,-0.08548676223,-0.01085548289,0.07463127933
26,He sought to be someone who shows restraint. He declined the third drink at dinner.,-0.09609489143,0.02813460119,0.1242294926
27,She wanted to act with the empathy she admired. She comforted the crying child.,-0.08677655458,0.07966887206,0.1664454266
28,He aimed to demonstrate accountability in his actions. He apologized for the misunderstanding.,-0.03951469436,0.02288166434,0.0623963587
29,She sought to embody openness in her relationships. She shared her concerns with her partner.,-0.09101617336,0.05422288552,0.1452390589
30,He wanted to be someone who shows gratitude. He wrote thank-you notes after the wedding.,-0.02033403702,0.07396521419,0.09429925121
31,She aimed to act with the prudence she respected. She saved money each month.,-0.08483529091,0.04131693766,0.1261522286
32,He sought to demonstrate sincerity in his words. He gave honest feedback on the proposal.,-0.05779384077,0.09909144044,0.1568852812
33,She wanted to embody resilience in adversity. She reapplied after the rejection.,-0.001374995685,0.1418177783,0.143192774
34,He aimed to be someone who keeps commitments. He attended the reunion despite the distance.,-0.09227895737,-0.01984430477,0.0724346526
35,She sought to show the understanding she valued. She gave her teenager space after the argument.,-0.01028779615,0.1385198534,0.1488076495
36,He wanted to act with the maturity he aspired to. He accepted the constructive feedback gracefully.,-0.07466378063,0.04652919248,0.1211929731
37,She aimed to demonstrate enthusiasm in her teaching. She prepared creative lessons for her students.,-0.05270236731,0.01947754622,0.07217991352
38,He sought to embody diligence in his studies. He reviewed his notes before the exam.,-0.01181949582,0.07855547965,0.09037497547
39,She wanted to be someone who shows tact. She chose her words carefully during the dispute.,-0.08980980515,0.03229306638,0.1221028715
40,He aimed to act with the independence he prized. He made his own decision about the job offer.,-0.003415601794,0.07708691806,0.08050251985
41,She sought to demonstrate flexibility in her thinking. She reconsidered her initial position.,-0.06342659891,0.03592785075,0.09935444966
42,He wanted to embody attentiveness in his relationships. He remembered his wife's presentation date.,-0.06487444043,0.06644533575,0.1313197762
43,She aimed to be someone who shows discipline. She maintained her exercise routine.,-0.08938619494,0.03344829008,0.122834485
44,He sought to act with the courtesy he admired. He held the elevator for the rushing colleague.,0.04196665064,0.198633045,0.1566663943
45,She wanted to demonstrate resourcefulness in challenges. She found creative solutions to the budget cuts.,-0.07272209972,0.02557763271,0.09829973243
46,He aimed to embody tolerance in disagreements. He listened to the opposing viewpoint.,-0.08838365972,0.03332506865,0.1217087284
47,She sought to be someone who shows resolve. She pursued her degree despite obstacles.,-0.009428320453,0.1021329761,0.1115612965
48,He wanted to act with the gentleness he valued. He spoke softly to the frightened animal.,-0.06998230517,0.09595486522,0.1659371704
